amka,shift_id,role
20000000018,100,ADMIN
20000000019,100,ADMIN
75339133780,101,DOCTOR
94374664371,101,DOCTOR
95448079151,101,DOCTOR
10000000040,101,NURSE
10000000041,101,NURSE
10000000042,101,NURSE
10000000043,101,NURSE
10000000044,101,NURSE
10000000045,101,NURSE
20000000020,101,ADMIN
20000000021,101,ADMIN
77117947422,102,DOCTOR
98451520706,102,DOCTOR
98901183989,102,DOCTOR
10000000046,102,NURSE
10000000047,102,NURSE
10000000048,102,NURSE
10000000049,102,NURSE
10000000050,102,NURSE
10000000051,102,NURSE
20000000022,102,ADMIN
20000000023,102,ADMIN
80036372124,103,DOCTOR
81344410739,103,DOCTOR
99795619901,103,DOCTOR
10000000052,103,NURSE
10000000053,103,NURSE
10000000054,103,NURSE
10000000055,103,NURSE
10000000056,103,NURSE
10000000057,103,NURSE
20000000024,103,ADMIN
20000000025,103,ADMIN
83923788555,104,DOCTOR
84320135602,104,DOCTOR
85282038277,104,DOCTOR
10000000058,104,NURSE
10000000059,104,NURSE
10000000060,104,NURSE
10000000061,104,NURSE
10000000062,104,NURSE
10000000063,104,NURSE
20000000026,104,ADMIN
20000000027,104,ADMIN
90134508778,105,DOCTOR
90656248238,105,DOCTOR
91367023329,105,DOCTOR
10000000064,105,NURSE
10000000065,105,NURSE
10000000066,105,NURSE
10000000067,105,NURSE
10000000068,105,NURSE
10000000069,105,NURSE
20000000028,105,ADMIN
20000000029,105,ADMIN
92698522280,106,DOCTOR
94613426776,106,DOCTOR
96575194408,106,DOCTOR
10000000070,106,NURSE
10000000071,106,NURSE
10000000072,106,NURSE
10000000073,106,NURSE
10000000074,106,NURSE
10000000075,106,NURSE
20000000000,106,ADMIN
20000000001,106,ADMIN
15517900330,107,DOCTOR
97287210691,107,DOCTOR
98870684482,107,DOCTOR
10000000000,107,NURSE
10000000001,107,NURSE
10000000076,107,NURSE
10000000077,107,NURSE
10000000078,107,NURSE
10000000079,107,NURSE
20000000002,107,ADMIN
20000000003,107,ADMIN
13706183648,108,DOCTOR
18716063973,108,DOCTOR
20140926142,108,DOCTOR
10000000002,108,NURSE
10000000003,108,NURSE
10000000004,108,NURSE
10000000005,108,NURSE
10000000006,108,NURSE
10000000007,108,NURSE
20000000004,108,ADMIN
20000000005,108,ADMIN
18193427864,109,DOCTOR
22561283452,109,DOCTOR
22585413484,109,DOCTOR
10000000008,109,NURSE
10000000009,109,NURSE
10000000010,109,NURSE
10000000011,109,NURSE
10000000012,109,NURSE
10000000013,109,NURSE
20000000006,109,ADMIN
20000000007,109,ADMIN
19276620746,110,DOCTOR
27946441835,110,DOCTOR
30689575097,110,DOCTOR
10000000014,110,NURSE
10000000015,110,NURSE
10000000016,110,NURSE
10000000017,110,NURSE
10000000018,110,NURSE
10000000019,110,NURSE
20000000008,110,ADMIN
20000000009,110,ADMIN
20287442157,111,DOCTOR
30871168286,111,DOCTOR
33575450249,111,DOCTOR
10000000020,111,NURSE
10000000021,111,NURSE
10000000022,111,NURSE
10000000023,111,NURSE
10000000024,111,NURSE
10000000025,111,NURSE
20000000010,111,ADMIN
20000000011,111,ADMIN
21389790404,112,DOCTOR
35895166626,112,DOCTOR
37233268274,112,DOCTOR
10000000026,112,NURSE
10000000027,112,NURSE
10000000028,112,NURSE
10000000029,112,NURSE
10000000030,112,NURSE
10000000031,112,NURSE
20000000012,112,ADMIN
20000000013,112,ADMIN
30639295654,113,DOCTOR
38538288127,113,DOCTOR
39243562439,113,DOCTOR
10000000032,113,NURSE
10000000033,113,NURSE
10000000034,113,NURSE
10000000035,113,NURSE
10000000036,113,NURSE
10000000037,113,NURSE
20000000014,113,ADMIN
20000000015,113,ADMIN
31551628292,114,DOCTOR
40850595762,114,DOCTOR
41069533517,114,DOCTOR
10000000038,114,NURSE
10000000039,114,NURSE
10000000040,114,NURSE
10000000041,114,NURSE
10000000042,114,NURSE
10000000043,114,NURSE
20000000016,114,ADMIN
20000000017,114,ADMIN
31976884284,115,DOCTOR
44869451267,115,DOCTOR
45979296668,115,DOCTOR
10000000044,115,NURSE
10000000045,115,NURSE
10000000046,115,NURSE
10000000047,115,NURSE
10000000048,115,NURSE
10000000049,115,NURSE
20000000018,115,ADMIN
20000000019,115,ADMIN
32379434579,116,DOCTOR
46055220563,116,DOCTOR
50922589695,116,DOCTOR
10000000050,116,NURSE
10000000051,116,NURSE
10000000052,116,NURSE
10000000053,116,NURSE
10000000054,116,NURSE
10000000055,116,NURSE
20000000020,116,ADMIN
20000000021,116,ADMIN
33860842912,117,DOCTOR
51734845697,117,DOCTOR
51927673524,117,DOCTOR
10000000056,117,NURSE
10000000057,117,NURSE
10000000058,117,NURSE
10000000059,117,NURSE
10000000060,117,NURSE
10000000061,117,NURSE
20000000022,117,ADMIN
20000000023,117,ADMIN
35134846364,118,DOCTOR
52288372388,118,DOCTOR
53262763012,118,DOCTOR
10000000062,118,NURSE
10000000063,118,NURSE
10000000064,118,NURSE
10000000065,118,NURSE
10000000066,118,NURSE
10000000067,118,NURSE
20000000024,118,ADMIN
20000000025,118,ADMIN
36702445480,119,DOCTOR
53434182353,119,DOCTOR
53727815147,119,DOCTOR
10000000068,119,NURSE
10000000069,119,NURSE
10000000070,119,NURSE
10000000071,119,NURSE
10000000072,119,NURSE
10000000073,119,NURSE
20000000026,119,ADMIN
20000000027,119,ADMIN
40889689402,120,DOCTOR
55878996856,120,DOCTOR
56650467990,120,DOCTOR
10000000074,120,NURSE
10000000075,120,NURSE
10000000076,120,NURSE
10000000077,120,NURSE
10000000078,120,NURSE
10000000079,120,NURSE
20000000028,120,ADMIN
20000000029,120,ADMIN
47960718664,121,DOCTOR
57199282441,121,DOCTOR
60170274590,121,DOCTOR
10000000000,121,NURSE
10000000001,121,NURSE
10000000002,121,NURSE
10000000003,121,NURSE
10000000004,121,NURSE
10000000005,121,NURSE
20000000000,121,ADMIN
20000000001,121,ADMIN
48486875122,122,DOCTOR
60552999461,122,DOCTOR
62496380045,122,DOCTOR
10000000006,122,NURSE
10000000007,122,NURSE
10000000008,122,NURSE
10000000009,122,NURSE
10000000010,122,NURSE
10000000011,122,NURSE
20000000002,122,ADMIN
20000000003,122,ADMIN
56784597458,123,DOCTOR
62743168874,123,DOCTOR
65063112418,123,DOCTOR
10000000012,123,NURSE
10000000013,123,NURSE
10000000014,123,NURSE
10000000015,123,NURSE
10000000016,123,NURSE
10000000017,123,NURSE
20000000004,123,ADMIN
20000000005,123,ADMIN
60334753081,124,DOCTOR
67697807470,124,DOCTOR
67758463500,124,DOCTOR
10000000018,124,NURSE
10000000019,124,NURSE
10000000020,124,NURSE
10000000021,124,NURSE
10000000022,124,NURSE
10000000023,124,NURSE
20000000006,124,ADMIN
20000000007,124,ADMIN
60344799227,125,DOCTOR
73253025603,125,DOCTOR
74997800957,125,DOCTOR
10000000024,125,NURSE
10000000025,125,NURSE
10000000026,125,NURSE
10000000027,125,NURSE
10000000028,125,NURSE
10000000029,125,NURSE
20000000008,125,ADMIN
20000000009,125,ADMIN
62066779638,126,DOCTOR
78832401220,126,DOCTOR
82857924186,126,DOCTOR
10000000030,126,NURSE
10000000031,126,NURSE
10000000032,126,NURSE
10000000033,126,NURSE
10000000034,126,NURSE
10000000035,126,NURSE
20000000010,126,ADMIN
20000000011,126,ADMIN
74895326292,127,DOCTOR
89981892222,127,DOCTOR
94374664371,127,DOCTOR
10000000036,127,NURSE
10000000037,127,NURSE
10000000038,127,NURSE
10000000039,127,NURSE
10000000040,127,NURSE
10000000041,127,NURSE
20000000012,127,ADMIN
20000000013,127,ADMIN
75339133780,128,DOCTOR
95448079151,128,DOCTOR
98451520706,128,DOCTOR
10000000042,128,NURSE
10000000043,128,NURSE
10000000044,128,NURSE
10000000045,128,NURSE
10000000046,128,NURSE
10000000047,128,NURSE
20000000014,128,ADMIN
20000000015,128,ADMIN
77117947422,129,DOCTOR
98901183989,129,DOCTOR
99795619901,129,DOCTOR
10000000048,129,NURSE
10000000049,129,NURSE
10000000050,129,NURSE
10000000051,129,NURSE
10000000052,129,NURSE
10000000053,129,NURSE
20000000016,129,ADMIN
20000000017,129,ADMIN
80036372124,130,DOCTOR
81344410739,130,DOCTOR
83923788555,130,DOCTOR
10000000054,130,NURSE
10000000055,130,NURSE
10000000056,130,NURSE
10000000057,130,NURSE
10000000058,130,NURSE
10000000059,130,NURSE
20000000018,130,ADMIN
20000000019,130,ADMIN
84320135602,131,DOCTOR
85282038277,131,DOCTOR
90134508778,131,DOCTOR
10000000060,131,NURSE
10000000061,131,NURSE
10000000062,131,NURSE
10000000063,131,NURSE
10000000064,131,NURSE
10000000065,131,NURSE
20000000020,131,ADMIN
20000000021,131,ADMIN
90656248238,132,DOCTOR
91367023329,132,DOCTOR
92698522280,132,DOCTOR
10000000066,132,NURSE
10000000067,132,NURSE
10000000068,132,NURSE
10000000069,132,NURSE
10000000070,132,NURSE
10000000071,132,NURSE
20000000022,132,ADMIN
20000000023,132,ADMIN
94613426776,133,DOCTOR
96575194408,133,DOCTOR
97287210691,133,DOCTOR
10000000072,133,NURSE
10000000073,133,NURSE
10000000074,133,NURSE
10000000075,133,NURSE
10000000076,133,NURSE
10000000077,133,NURSE
20000000024,133,ADMIN
20000000025,133,ADMIN
15517900330,134,DOCTOR
18716063973,134,DOCTOR
98870684482,134,DOCTOR
10000000000,134,NURSE
10000000001,134,NURSE
10000000002,134,NURSE
10000000003,134,NURSE
10000000078,134,NURSE
10000000079,134,NURSE
20000000026,134,ADMIN
20000000027,134,ADMIN
13706183648,135,DOCTOR
20140926142,135,DOCTOR
22561283452,135,DOCTOR
10000000004,135,NURSE
10000000005,135,NURSE
10000000006,135,NURSE
10000000007,135,NURSE
10000000008,135,NURSE
10000000009,135,NURSE
20000000028,135,ADMIN
20000000029,135,ADMIN
18193427864,136,DOCTOR
22585413484,136,DOCTOR
27946441835,136,DOCTOR
10000000010,136,NURSE
10000000011,136,NURSE
10000000012,136,NURSE
10000000013,136,NURSE
10000000014,136,NURSE
10000000015,136,NURSE
20000000000,136,ADMIN
20000000001,136,ADMIN
19276620746,137,DOCTOR
30689575097,137,DOCTOR
30871168286,137,DOCTOR
10000000016,137,NURSE
10000000017,137,NURSE
10000000018,137,NURSE
10000000019,137,NURSE
10000000020,137,NURSE
10000000021,137,NURSE
20000000002,137,ADMIN
20000000003,137,ADMIN
20287442157,138,DOCTOR
33575450249,138,DOCTOR
35895166626,138,DOCTOR
10000000022,138,NURSE
10000000023,138,NURSE
10000000024,138,NURSE
10000000025,138,NURSE
10000000026,138,NURSE
10000000027,138,NURSE
20000000004,138,ADMIN
20000000005,138,ADMIN
21389790404,139,DOCTOR
37233268274,139,DOCTOR
38538288127,139,DOCTOR
10000000028,139,NURSE
10000000029,139,NURSE
10000000030,139,NURSE
10000000031,139,NURSE
10000000032,139,NURSE
10000000033,139,NURSE
20000000006,139,ADMIN
20000000007,139,ADMIN
30639295654,140,DOCTOR
39243562439,140,DOCTOR
40850595762,140,DOCTOR
10000000034,140,NURSE
10000000035,140,NURSE
10000000036,140,NURSE
10000000037,140,NURSE
10000000038,140,NURSE
10000000039,140,NURSE
20000000008,140,ADMIN
20000000009,140,ADMIN
31551628292,141,DOCTOR
41069533517,141,DOCTOR
44869451267,141,DOCTOR
10000000040,141,NURSE
10000000041,141,NURSE
10000000042,141,NURSE
10000000043,141,NURSE
10000000044,141,NURSE
10000000045,141,NURSE
20000000010,141,ADMIN
20000000011,141,ADMIN
31976884284,142,DOCTOR
45979296668,142,DOCTOR
46055220563,142,DOCTOR
10000000046,142,NURSE
10000000047,142,NURSE
10000000048,142,NURSE
10000000049,142,NURSE
10000000050,142,NURSE
10000000051,142,NURSE
20000000012,142,ADMIN
20000000013,142,ADMIN
32379434579,143,DOCTOR
50922589695,143,DOCTOR
51734845697,143,DOCTOR
10000000052,143,NURSE
10000000053,143,NURSE
10000000054,143,NURSE
10000000055,143,NURSE
10000000056,143,NURSE
10000000057,143,NURSE
20000000014,143,ADMIN
20000000015,143,ADMIN
33860842912,144,DOCTOR
51927673524,144,DOCTOR
52288372388,144,DOCTOR
10000000058,144,NURSE
10000000059,144,NURSE
10000000060,144,NURSE
10000000061,144,NURSE
10000000062,144,NURSE
10000000063,144,NURSE
20000000016,144,ADMIN
20000000017,144,ADMIN
35134846364,145,DOCTOR
53262763012,145,DOCTOR
53434182353,145,DOCTOR
10000000064,145,NURSE
10000000065,145,NURSE
10000000066,145,NURSE
10000000067,145,NURSE
10000000068,145,NURSE
10000000069,145,NURSE
20000000018,145,ADMIN
20000000019,145,ADMIN
36702445480,146,DOCTOR
53727815147,146,DOCTOR
55878996856,146,DOCTOR
10000000070,146,NURSE
10000000071,146,NURSE
10000000072,146,NURSE
10000000073,146,NURSE
10000000074,146,NURSE
10000000075,146,NURSE
20000000020,146,ADMIN
20000000021,146,ADMIN
40889689402,147,DOCTOR
56650467990,147,DOCTOR
57199282441,147,DOCTOR
10000000000,147,NURSE
10000000001,147,NURSE
10000000076,147,NURSE
10000000077,147,NURSE
10000000078,147,NURSE
10000000079,147,NURSE
20000000022,147,ADMIN
20000000023,147,ADMIN
47960718664,148,DOCTOR
60170274590,148,DOCTOR
60552999461,148,DOCTOR
10000000002,148,NURSE
10000000003,148,NURSE
10000000004,148,NURSE
10000000005,148,NURSE
10000000006,148,NURSE
10000000007,148,NURSE
20000000024,148,ADMIN
20000000025,148,ADMIN
48486875122,149,DOCTOR
62496380045,149,DOCTOR
62743168874,149,DOCTOR
10000000008,149,NURSE
10000000009,149,NURSE
10000000010,149,NURSE
10000000011,149,NURSE
10000000012,149,NURSE
10000000013,149,NURSE
20000000026,149,ADMIN
20000000027,149,ADMIN
56784597458,150,DOCTOR
65063112418,150,DOCTOR
67697807470,150,DOCTOR
10000000014,150,NURSE
10000000015,150,NURSE
10000000016,150,NURSE
10000000017,150,NURSE
10000000018,150,NURSE
10000000019,150,NURSE
20000000028,150,ADMIN
20000000029,150,ADMIN
60334753081,151,DOCTOR
67758463500,151,DOCTOR
73253025603,151,DOCTOR
10000000020,151,NURSE
10000000021,151,NURSE
10000000022,151,NURSE
10000000023,151,NURSE
10000000024,151,NURSE
10000000025,151,NURSE
20000000000,151,ADMIN
20000000001,151,ADMIN
60344799227,152,DOCTOR
74997800957,152,DOCTOR
78832401220,152,DOCTOR
10000000026,152,NURSE
10000000027,152,NURSE
10000000028,152,NURSE
10000000029,152,NURSE
10000000030,152,NURSE
10000000031,152,NURSE
20000000002,152,ADMIN
20000000003,152,ADMIN
62066779638,153,DOCTOR
82857924186,153,DOCTOR
89981892222,153,DOCTOR
10000000032,153,NURSE
10000000033,153,NURSE
10000000034,153,NURSE
10000000035,153,NURSE
10000000036,153,NURSE
10000000037,153,NURSE
20000000004,153,ADMIN
20000000005,153,ADMIN
74895326292,154,DOCTOR
94374664371,154,DOCTOR
95448079151,154,DOCTOR
10000000038,154,NURSE
10000000039,154,NURSE
10000000040,154,NURSE
10000000041,154,NURSE
10000000042,154,NURSE
10000000043,154,NURSE
20000000006,154,ADMIN
20000000007,154,ADMIN
75339133780,155,DOCTOR
98451520706,155,DOCTOR
98901183989,155,DOCTOR
10000000044,155,NURSE
10000000045,155,NURSE
10000000046,155,NURSE
10000000047,155,NURSE
10000000048,155,NURSE
10000000049,155,NURSE
20000000008,155,ADMIN
20000000009,155,ADMIN
77117947422,156,DOCTOR
80036372124,156,DOCTOR
99795619901,156,DOCTOR
10000000050,156,NURSE
10000000051,156,NURSE
10000000052,156,NURSE
10000000053,156,NURSE
10000000054,156,NURSE
10000000055,156,NURSE
20000000010,156,ADMIN
20000000011,156,ADMIN
81344410739,157,DOCTOR
83923788555,157,DOCTOR
84320135602,157,DOCTOR
10000000056,157,NURSE
10000000057,157,NURSE
10000000058,157,NURSE
10000000059,157,NURSE
10000000060,157,NURSE
10000000061,157,NURSE
20000000012,157,ADMIN
20000000013,157,ADMIN
85282038277,158,DOCTOR
90134508778,158,DOCTOR
90656248238,158,DOCTOR
10000000062,158,NURSE
10000000063,158,NURSE
10000000064,158,NURSE
10000000065,158,NURSE
10000000066,158,NURSE
10000000067,158,NURSE
20000000014,158,ADMIN
20000000015,158,ADMIN
91367023329,159,DOCTOR
92698522280,159,DOCTOR
94613426776,159,DOCTOR
10000000068,159,NURSE
10000000069,159,NURSE
10000000070,159,NURSE
10000000071,159,NURSE
10000000072,159,NURSE
10000000073,159,NURSE
20000000016,159,ADMIN
20000000017,159,ADMIN
96575194408,160,DOCTOR
97287210691,160,DOCTOR
98870684482,160,DOCTOR
10000000074,160,NURSE
10000000075,160,NURSE
10000000076,160,NURSE
10000000077,160,NURSE
10000000078,160,NURSE
10000000079,160,NURSE
20000000018,160,ADMIN
20000000019,160,ADMIN
13706183648,161,DOCTOR
15517900330,161,DOCTOR
18716063973,161,DOCTOR
10000000000,161,NURSE
10000000001,161,NURSE
10000000002,161,NURSE
10000000003,161,NURSE
10000000004,161,NURSE
10000000005,161,NURSE
20000000020,161,ADMIN
20000000021,161,ADMIN
18193427864,162,DOCTOR
20140926142,162,DOCTOR
22561283452,162,DOCTOR
10000000006,162,NURSE
10000000007,162,NURSE
10000000008,162,NURSE
10000000009,162,NURSE
10000000010,162,NURSE
10000000011,162,NURSE
20000000022,162,ADMIN
20000000023,162,ADMIN
19276620746,163,DOCTOR
22585413484,163,DOCTOR
27946441835,163,DOCTOR
10000000012,163,NURSE
10000000013,163,NURSE
10000000014,163,NURSE
10000000015,163,NURSE
10000000016,163,NURSE
10000000017,163,NURSE
20000000024,163,ADMIN
20000000025,163,ADMIN
20287442157,164,DOCTOR
30689575097,164,DOCTOR
30871168286,164,DOCTOR
10000000018,164,NURSE
10000000019,164,NURSE
10000000020,164,NURSE
10000000021,164,NURSE
10000000022,164,NURSE
10000000023,164,NURSE
20000000026,164,ADMIN
20000000027,164,ADMIN
21389790404,165,DOCTOR
33575450249,165,DOCTOR
35895166626,165,DOCTOR
10000000024,165,NURSE
10000000025,165,NURSE
10000000026,165,NURSE
10000000027,165,NURSE
10000000028,165,NURSE
10000000029,165,NURSE
20000000028,165,ADMIN
20000000029,165,ADMIN
30639295654,166,DOCTOR
37233268274,166,DOCTOR
38538288127,166,DOCTOR
10000000030,166,NURSE
10000000031,166,NURSE
10000000032,166,NURSE
10000000033,166,NURSE
10000000034,166,NURSE
10000000035,166,NURSE
20000000000,166,ADMIN
20000000001,166,ADMIN
31551628292,167,DOCTOR
39243562439,167,DOCTOR
40850595762,167,DOCTOR
10000000036,167,NURSE
10000000037,167,NURSE
10000000038,167,NURSE
10000000039,167,NURSE
10000000040,167,NURSE
10000000041,167,NURSE
20000000002,167,ADMIN
20000000003,167,ADMIN
31976884284,168,DOCTOR
41069533517,168,DOCTOR
44869451267,168,DOCTOR
10000000042,168,NURSE
10000000043,168,NURSE
10000000044,168,NURSE
10000000045,168,NURSE
10000000046,168,NURSE
10000000047,168,NURSE
20000000004,168,ADMIN
20000000005,168,ADMIN
32379434579,169,DOCTOR
45979296668,169,DOCTOR
46055220563,169,DOCTOR
10000000048,169,NURSE
10000000049,169,NURSE
10000000050,169,NURSE
10000000051,169,NURSE
10000000052,169,NURSE
10000000053,169,NURSE
20000000006,169,ADMIN
20000000007,169,ADMIN
33860842912,170,DOCTOR
50922589695,170,DOCTOR
51734845697,170,DOCTOR
10000000054,170,NURSE
10000000055,170,NURSE
10000000056,170,NURSE
10000000057,170,NURSE
10000000058,170,NURSE
10000000059,170,NURSE
20000000008,170,ADMIN
20000000009,170,ADMIN
35134846364,171,DOCTOR
51927673524,171,DOCTOR
52288372388,171,DOCTOR
10000000060,171,NURSE
10000000061,171,NURSE
10000000062,171,NURSE
10000000063,171,NURSE
10000000064,171,NURSE
10000000065,171,NURSE
20000000010,171,ADMIN
20000000011,171,ADMIN
36702445480,172,DOCTOR
53262763012,172,DOCTOR
53434182353,172,DOCTOR
10000000066,172,NURSE
10000000067,172,NURSE
10000000068,172,NURSE
10000000069,172,NURSE
10000000070,172,NURSE
10000000071,172,NURSE
20000000012,172,ADMIN
20000000013,172,ADMIN
40889689402,173,DOCTOR
53727815147,173,DOCTOR
55878996856,173,DOCTOR
10000000072,173,NURSE
10000000073,173,NURSE
10000000074,173,NURSE
10000000075,173,NURSE
10000000076,173,NURSE
10000000077,173,NURSE
20000000014,173,ADMIN
20000000015,173,ADMIN
47960718664,174,DOCTOR
56650467990,174,DOCTOR
57199282441,174,DOCTOR
10000000000,174,NURSE
10000000001,174,NURSE
10000000002,174,NURSE
10000000003,174,NURSE
10000000078,174,NURSE
10000000079,174,NURSE
20000000016,174,ADMIN
20000000017,174,ADMIN
48486875122,175,DOCTOR
60170274590,175,DOCTOR
60552999461,175,DOCTOR
10000000004,175,NURSE
10000000005,175,NURSE
10000000006,175,NURSE
10000000007,175,NURSE
10000000008,175,NURSE
10000000009,175,NURSE
20000000018,175,ADMIN
20000000019,175,ADMIN
56784597458,176,DOCTOR
62496380045,176,DOCTOR
62743168874,176,DOCTOR
10000000010,176,NURSE
10000000011,176,NURSE
10000000012,176,NURSE
10000000013,176,NURSE
10000000014,176,NURSE
10000000015,176,NURSE
20000000020,176,ADMIN
20000000021,176,ADMIN
60334753081,177,DOCTOR
65063112418,177,DOCTOR
67697807470,177,DOCTOR
10000000016,177,NURSE
10000000017,177,NURSE
10000000018,177,NURSE
10000000019,177,NURSE
10000000020,177,NURSE
10000000021,177,NURSE
20000000022,177,ADMIN
20000000023,177,ADMIN
60344799227,178,DOCTOR
67758463500,178,DOCTOR
73253025603,178,DOCTOR
10000000022,178,NURSE
10000000023,178,NURSE
10000000024,178,NURSE
10000000025,178,NURSE
10000000026,178,NURSE
10000000027,178,NURSE
20000000024,178,ADMIN
20000000025,178,ADMIN
62066779638,179,DOCTOR
74997800957,179,DOCTOR
78832401220,179,DOCTOR
10000000028,179,NURSE
10000000029,179,NURSE
10000000030,179,NURSE
10000000031,179,NURSE
10000000032,179,NURSE
10000000033,179,NURSE
20000000026,179,ADMIN
20000000027,179,ADMIN
74895326292,180,DOCTOR
82857924186,180,DOCTOR
89981892222,180,DOCTOR
10000000034,180,NURSE
10000000035,180,NURSE
10000000036,180,NURSE
10000000037,180,NURSE
10000000038,180,NURSE
10000000039,180,NURSE
20000000028,180,ADMIN
20000000029,180,ADMIN
75339133780,181,DOCTOR
94374664371,181,DOCTOR
95448079151,181,DOCTOR
10000000040,181,NURSE
10000000041,181,NURSE
10000000042,181,NURSE
10000000043,181,NURSE
10000000044,181,NURSE
10000000045,181,NURSE
20000000000,181,ADMIN
20000000001,181,ADMIN
77117947422,182,DOCTOR
98451520706,182,DOCTOR
98901183989,182,DOCTOR
10000000046,182,NURSE
10000000047,182,NURSE
10000000048,182,NURSE
10000000049,182,NURSE
10000000050,182,NURSE
10000000051,182,NURSE
20000000002,182,ADMIN
20000000003,182,ADMIN
80036372124,183,DOCTOR
81344410739,183,DOCTOR
99795619901,183,DOCTOR
10000000052,183,NURSE
10000000053,183,NURSE
10000000054,183,NURSE
10000000055,183,NURSE
10000000056,183,NURSE
10000000057,183,NURSE
20000000004,183,ADMIN
20000000005,183,ADMIN
83923788555,184,DOCTOR
84320135602,184,DOCTOR
85282038277,184,DOCTOR
10000000058,184,NURSE
10000000059,184,NURSE
10000000060,184,NURSE
10000000061,184,NURSE
10000000062,184,NURSE
10000000063,184,NURSE
20000000006,184,ADMIN
20000000007,184,ADMIN
90134508778,185,DOCTOR
90656248238,185,DOCTOR
91367023329,185,DOCTOR
10000000064,185,NURSE
10000000065,185,NURSE
10000000066,185,NURSE
10000000067,185,NURSE
10000000068,185,NURSE
10000000069,185,NURSE
20000000008,185,ADMIN
20000000009,185,ADMIN
92698522280,186,DOCTOR
94613426776,186,DOCTOR
96575194408,186,DOCTOR
10000000070,186,NURSE
10000000071,186,NURSE
10000000072,186,NURSE
10000000073,186,NURSE
10000000074,186,NURSE
10000000075,186,NURSE
20000000010,186,ADMIN
20000000011,186,ADMIN
15517900330,187,DOCTOR
97287210691,187,DOCTOR
98870684482,187,DOCTOR
10000000000,187,NURSE
10000000001,187,NURSE
10000000076,187,NURSE
10000000077,187,NURSE
10000000078,187,NURSE
10000000079,187,NURSE
20000000012,187,ADMIN
20000000013,187,ADMIN
13706183648,188,DOCTOR
18716063973,188,DOCTOR
20140926142,188,DOCTOR
10000000002,188,NURSE
10000000003,188,NURSE
10000000004,188,NURSE
10000000005,188,NURSE
10000000006,188,NURSE
10000000007,188,NURSE
20000000014,188,ADMIN
20000000015,188,ADMIN
18193427864,189,DOCTOR
22561283452,189,DOCTOR
22585413484,189,DOCTOR
10000000008,189,NURSE
10000000009,189,NURSE
10000000010,189,NURSE
10000000011,189,NURSE
10000000012,189,NURSE
10000000013,189,NURSE
20000000016,189,ADMIN
20000000017,189,ADMIN
19276620746,190,DOCTOR
27946441835,190,DOCTOR
30689575097,190,DOCTOR
10000000014,190,NURSE
10000000015,190,NURSE
10000000016,190,NURSE
10000000017,190,NURSE
10000000018,190,NURSE
10000000019,190,NURSE
20000000018,190,ADMIN
20000000019,190,ADMIN
20287442157,191,DOCTOR
30871168286,191,DOCTOR
33575450249,191,DOCTOR
10000000020,191,NURSE
10000000021,191,NURSE
10000000022,191,NURSE
10000000023,191,NURSE
10000000024,191,NURSE
10000000025,191,NURSE
20000000020,191,ADMIN
20000000021,191,ADMIN
21389790404,192,DOCTOR
35895166626,192,DOCTOR
37233268274,192,DOCTOR
10000000026,192,NURSE
10000000027,192,NURSE
10000000028,192,NURSE
10000000029,192,NURSE
10000000030,192,NURSE
10000000031,192,NURSE
20000000022,192,ADMIN
20000000023,192,ADMIN
30639295654,193,DOCTOR
38538288127,193,DOCTOR
39243562439,193,DOCTOR
10000000032,193,NURSE
10000000033,193,NURSE
10000000034,193,NURSE
10000000035,193,NURSE
10000000036,193,NURSE
10000000037,193,NURSE
20000000024,193,ADMIN
20000000025,193,ADMIN
31551628292,194,DOCTOR
40850595762,194,DOCTOR
41069533517,194,DOCTOR
10000000038,194,NURSE
10000000039,194,NURSE
10000000040,194,NURSE
10000000041,194,NURSE
10000000042,194,NURSE
10000000043,194,NURSE
20000000026,194,ADMIN
20000000027,194,ADMIN
31976884284,195,DOCTOR
44869451267,195,DOCTOR
45979296668,195,DOCTOR
10000000044,195,NURSE
10000000045,195,NURSE
10000000046,195,NURSE
10000000047,195,NURSE
10000000048,195,NURSE
10000000049,195,NURSE
20000000028,195,ADMIN
20000000029,195,ADMIN
32379434579,196,DOCTOR
46055220563,196,DOCTOR
50922589695,196,DOCTOR
10000000050,196,NURSE
10000000051,196,NURSE
10000000052,196,NURSE
10000000053,196,NURSE
10000000054,196,NURSE
10000000055,196,NURSE
20000000000,196,ADMIN
20000000001,196,ADMIN
33860842912,197,DOCTOR
51734845697,197,DOCTOR
51927673524,197,DOCTOR
10000000056,197,NURSE
10000000057,197,NURSE
10000000058,197,NURSE
10000000059,197,NURSE
10000000060,197,NURSE
10000000061,197,NURSE
20000000002,197,ADMIN
20000000003,197,ADMIN
35134846364,198,DOCTOR
52288372388,198,DOCTOR
53262763012,198,DOCTOR
10000000062,198,NURSE
10000000063,198,NURSE
10000000064,198,NURSE
10000000065,198,NURSE
10000000066,198,NURSE
10000000067,198,NURSE
20000000004,198,ADMIN
20000000005,198,ADMIN
36702445480,199,DOCTOR
53434182353,199,DOCTOR
53727815147,199,DOCTOR
10000000068,199,NURSE
10000000069,199,NURSE
10000000070,199,NURSE
10000000071,199,NURSE
10000000072,199,NURSE
10000000073,199,NURSE
20000000006,199,ADMIN
20000000007,199,ADMIN
40889689402,200,DOCTOR
55878996856,200,DOCTOR
56650467990,200,DOCTOR
10000000074,200,NURSE
10000000075,200,NURSE
10000000076,200,NURSE
10000000077,200,NURSE
10000000078,200,NURSE
