proc_id,amka,role
468,60334753081,MAIN_SURGEON
469,40889689402,MAIN_SURGEON
469,10000000079,ASSISTANT
470,21389790404,MAIN_SURGEON
470,10000000076,ASSISTANT
471,83923788555,MAIN_SURGEON
472,97287210691,MAIN_SURGEON
472,10000000000,ASSISTANT
473,48486875122,MAIN_SURGEON
474,22561283452,MAIN_SURGEON
475,38538288127,MAIN_SURGEON
476,80036372124,MAIN_SURGEON
476,10000000067,ASSISTANT
476,85282038277,ASSISTANT
477,30639295654,MAIN_SURGEON
477,10000000073,ASSISTANT
477,32379434579,ASSISTANT
478,55878996856,MAIN_SURGEON
479,40889689402,MAIN_SURGEON
480,31976884284,MAIN_SURGEON
480,10000000054,ASSISTANT
480,33860842912,ASSISTANT
481,92698522280,MAIN_SURGEON
481,10000000027,ASSISTANT
482,78832401220,MAIN_SURGEON
482,10000000021,ASSISTANT
482,89981892222,ASSISTANT
483,35134846364,MAIN_SURGEON
484,35134846364,MAIN_SURGEON
485,74895326292,MAIN_SURGEON
486,57199282441,MAIN_SURGEON
486,10000000019,ASSISTANT
486,36702445480,ASSISTANT
487,31976884284,MAIN_SURGEON
488,77117947422,MAIN_SURGEON
489,65063112418,MAIN_SURGEON
490,80036372124,MAIN_SURGEON
491,96575194408,MAIN_SURGEON
492,44869451267,MAIN_SURGEON
492,10000000070,ASSISTANT
493,30871168286,MAIN_SURGEON
494,30689575097,MAIN_SURGEON
494,10000000002,ASSISTANT
494,98451520706,ASSISTANT
495,65063112418,MAIN_SURGEON
495,10000000005,ASSISTANT
496,98901183989,MAIN_SURGEON
496,10000000066,ASSISTANT
496,99795619901,ASSISTANT
497,81344410739,MAIN_SURGEON
497,10000000018,ASSISTANT
497,56784597458,ASSISTANT
498,60334753081,MAIN_SURGEON
498,10000000058,ASSISTANT
499,20287442157,MAIN_SURGEON
499,10000000053,ASSISTANT
499,30639295654,ASSISTANT
500,57199282441,MAIN_SURGEON
501,40889689402,MAIN_SURGEON
501,10000000066,ASSISTANT
502,97287210691,MAIN_SURGEON
502,10000000063,ASSISTANT
503,85282038277,MAIN_SURGEON
504,48486875122,MAIN_SURGEON
505,74895326292,MAIN_SURGEON
506,85282038277,MAIN_SURGEON
507,96575194408,MAIN_SURGEON
507,10000000036,ASSISTANT
507,37233268274,ASSISTANT
508,22585413484,MAIN_SURGEON
508,10000000042,ASSISTANT
509,73253025603,MAIN_SURGEON
509,10000000022,ASSISTANT
509,20140926142,ASSISTANT
510,67758463500,MAIN_SURGEON
511,98901183989,MAIN_SURGEON
511,10000000047,ASSISTANT
511,99795619901,ASSISTANT
512,78832401220,MAIN_SURGEON
512,10000000046,ASSISTANT
512,89981892222,ASSISTANT
513,50922589695,MAIN_SURGEON
513,10000000073,ASSISTANT
514,19276620746,MAIN_SURGEON
514,10000000010,ASSISTANT
515,94374664371,MAIN_SURGEON
516,62496380045,MAIN_SURGEON
517,51734845697,MAIN_SURGEON
517,10000000064,ASSISTANT
518,53262763012,MAIN_SURGEON
518,10000000024,ASSISTANT
518,51734845697,ASSISTANT
519,84320135602,MAIN_SURGEON
519,10000000069,ASSISTANT
520,53262763012,MAIN_SURGEON
520,10000000017,ASSISTANT
521,44869451267,MAIN_SURGEON
522,95448079151,MAIN_SURGEON
522,10000000069,ASSISTANT
523,73253025603,MAIN_SURGEON
523,10000000054,ASSISTANT
523,51734845697,ASSISTANT
524,45979296668,MAIN_SURGEON
524,10000000051,ASSISTANT
525,51927673524,MAIN_SURGEON
525,10000000054,ASSISTANT
526,22585413484,MAIN_SURGEON
526,10000000068,ASSISTANT
527,31551628292,MAIN_SURGEON
528,47960718664,MAIN_SURGEON
529,83923788555,MAIN_SURGEON
530,98870684482,MAIN_SURGEON
531,41069533517,MAIN_SURGEON
532,19276620746,MAIN_SURGEON
533,94613426776,MAIN_SURGEON
533,10000000003,ASSISTANT
533,75339133780,ASSISTANT
534,95448079151,MAIN_SURGEON
535,22585413484,MAIN_SURGEON
536,77117947422,MAIN_SURGEON
536,10000000061,ASSISTANT
537,30871168286,MAIN_SURGEON
538,91367023329,MAIN_SURGEON
539,31551628292,MAIN_SURGEON
540,81344410739,MAIN_SURGEON
541,91367023329,MAIN_SURGEON
541,10000000006,ASSISTANT
542,62066779638,MAIN_SURGEON
542,10000000047,ASSISTANT
542,96575194408,ASSISTANT
543,44869451267,MAIN_SURGEON
544,51927673524,MAIN_SURGEON
545,53434182353,MAIN_SURGEON
545,10000000026,ASSISTANT
546,85282038277,MAIN_SURGEON
547,74895326292,MAIN_SURGEON
547,10000000016,ASSISTANT
548,20287442157,MAIN_SURGEON
548,10000000006,ASSISTANT
548,84320135602,ASSISTANT
549,56784597458,MAIN_SURGEON
549,10000000044,ASSISTANT
550,81344410739,MAIN_SURGEON
550,10000000009,ASSISTANT
550,56784597458,ASSISTANT
551,92698522280,MAIN_SURGEON
552,94613426776,MAIN_SURGEON
552,10000000060,ASSISTANT
553,15517900330,MAIN_SURGEON
553,10000000029,ASSISTANT
553,37233268274,ASSISTANT
554,92698522280,MAIN_SURGEON
554,10000000047,ASSISTANT
555,60344799227,MAIN_SURGEON
556,44869451267,MAIN_SURGEON
556,10000000027,ASSISTANT
556,45979296668,ASSISTANT
557,74895326292,MAIN_SURGEON
558,48486875122,MAIN_SURGEON
559,96575194408,MAIN_SURGEON
560,57199282441,MAIN_SURGEON
560,10000000004,ASSISTANT
561,53434182353,MAIN_SURGEON
561,10000000060,ASSISTANT
562,52288372388,MAIN_SURGEON
562,10000000048,ASSISTANT
563,30639295654,MAIN_SURGEON
563,10000000000,ASSISTANT
563,90656248238,ASSISTANT
564,31551628292,MAIN_SURGEON
564,10000000002,ASSISTANT
565,98901183989,MAIN_SURGEON
565,10000000049,ASSISTANT
565,99795619901,ASSISTANT
566,78832401220,MAIN_SURGEON
566,10000000003,ASSISTANT
567,52288372388,MAIN_SURGEON
567,10000000001,ASSISTANT
568,74997800957,MAIN_SURGEON
568,10000000028,ASSISTANT
569,35895166626,MAIN_SURGEON
570,39243562439,MAIN_SURGEON
570,10000000043,ASSISTANT
570,40850595762,ASSISTANT
571,38538288127,MAIN_SURGEON
572,67697807470,MAIN_SURGEON
573,65063112418,MAIN_SURGEON
574,22585413484,MAIN_SURGEON
575,73253025603,MAIN_SURGEON
575,10000000001,ASSISTANT
575,62496380045,ASSISTANT
576,33860842912,MAIN_SURGEON
577,30639295654,MAIN_SURGEON
577,10000000018,ASSISTANT
577,32379434579,ASSISTANT
578,90134508778,MAIN_SURGEON
578,10000000027,ASSISTANT
579,56650467990,MAIN_SURGEON
580,13706183648,MAIN_SURGEON
580,10000000011,ASSISTANT
580,36702445480,ASSISTANT
581,27946441835,MAIN_SURGEON
581,10000000077,ASSISTANT
581,55878996856,ASSISTANT
582,19276620746,MAIN_SURGEON
583,30689575097,MAIN_SURGEON
583,10000000075,ASSISTANT
583,60170274590,ASSISTANT
584,33860842912,MAIN_SURGEON
585,62066779638,MAIN_SURGEON
585,10000000059,ASSISTANT
586,18716063973,MAIN_SURGEON
586,10000000029,ASSISTANT
587,22561283452,MAIN_SURGEON
588,74997800957,MAIN_SURGEON
589,40850595762,MAIN_SURGEON
589,10000000001,ASSISTANT
589,78832401220,ASSISTANT
590,67758463500,MAIN_SURGEON
591,65063112418,MAIN_SURGEON
592,85282038277,MAIN_SURGEON
593,40889689402,MAIN_SURGEON
593,10000000055,ASSISTANT
594,31551628292,MAIN_SURGEON
595,60344799227,MAIN_SURGEON
596,55878996856,MAIN_SURGEON
596,10000000008,ASSISTANT
596,57199282441,ASSISTANT
597,33575450249,MAIN_SURGEON
598,62743168874,MAIN_SURGEON
599,60344799227,MAIN_SURGEON
599,10000000009,ASSISTANT
600,62496380045,MAIN_SURGEON
601,83923788555,MAIN_SURGEON
602,21389790404,MAIN_SURGEON
603,98901183989,MAIN_SURGEON
603,10000000062,ASSISTANT
603,99795619901,ASSISTANT
604,78832401220,MAIN_SURGEON
604,10000000061,ASSISTANT
604,89981892222,ASSISTANT
605,46055220563,MAIN_SURGEON
606,39243562439,MAIN_SURGEON
606,10000000013,ASSISTANT
607,51927673524,MAIN_SURGEON
608,22561283452,MAIN_SURGEON
609,52288372388,MAIN_SURGEON
609,10000000041,ASSISTANT
610,60552999461,MAIN_SURGEON
610,10000000043,ASSISTANT
611,73253025603,MAIN_SURGEON
611,10000000016,ASSISTANT
611,20140926142,ASSISTANT
612,89981892222,MAIN_SURGEON
612,10000000005,ASSISTANT
613,27946441835,MAIN_SURGEON
614,15517900330,MAIN_SURGEON
614,10000000067,ASSISTANT
614,60170274590,ASSISTANT
615,35134846364,MAIN_SURGEON
615,10000000040,ASSISTANT
616,77117947422,MAIN_SURGEON
616,10000000033,ASSISTANT
617,19276620746,MAIN_SURGEON
617,10000000007,ASSISTANT
618,30639295654,MAIN_SURGEON
618,10000000012,ASSISTANT
618,32379434579,ASSISTANT
619,90134508778,MAIN_SURGEON
619,10000000018,ASSISTANT
620,48486875122,MAIN_SURGEON
621,48486875122,MAIN_SURGEON
621,10000000003,ASSISTANT
622,82857924186,MAIN_SURGEON
622,10000000062,ASSISTANT
623,39243562439,MAIN_SURGEON
623,10000000034,ASSISTANT
624,98901183989,MAIN_SURGEON
624,10000000040,ASSISTANT
625,33575450249,MAIN_SURGEON
626,31551628292,MAIN_SURGEON
627,74895326292,MAIN_SURGEON
628,77117947422,MAIN_SURGEON
628,10000000030,ASSISTANT
629,51734845697,MAIN_SURGEON
629,10000000079,ASSISTANT
630,62743168874,MAIN_SURGEON
630,10000000006,ASSISTANT
630,94374664371,ASSISTANT
631,47960718664,MAIN_SURGEON
631,10000000017,ASSISTANT
632,19276620746,MAIN_SURGEON
632,10000000007,ASSISTANT
633,13706183648,MAIN_SURGEON
633,10000000049,ASSISTANT
633,56784597458,ASSISTANT
634,92698522280,MAIN_SURGEON
635,83923788555,MAIN_SURGEON
636,62066779638,MAIN_SURGEON
636,10000000020,ASSISTANT
636,96575194408,ASSISTANT
637,80036372124,MAIN_SURGEON
638,82857924186,MAIN_SURGEON
638,10000000055,ASSISTANT
638,46055220563,ASSISTANT
639,55878996856,MAIN_SURGEON
639,10000000065,ASSISTANT
640,47960718664,MAIN_SURGEON
641,20287442157,MAIN_SURGEON
641,10000000038,ASSISTANT
641,84320135602,ASSISTANT
642,22561283452,MAIN_SURGEON
643,30639295654,MAIN_SURGEON
643,10000000056,ASSISTANT
643,90656248238,ASSISTANT
644,18193427864,MAIN_SURGEON
644,10000000038,ASSISTANT
644,80036372124,ASSISTANT
645,85282038277,MAIN_SURGEON
645,10000000040,ASSISTANT
645,96575194408,ASSISTANT
646,80036372124,MAIN_SURGEON
647,35895166626,MAIN_SURGEON
648,65063112418,MAIN_SURGEON
649,30689575097,MAIN_SURGEON
649,10000000043,ASSISTANT
649,98451520706,ASSISTANT
650,33575450249,MAIN_SURGEON
651,35134846364,MAIN_SURGEON
651,10000000020,ASSISTANT
652,51927673524,MAIN_SURGEON
652,10000000029,ASSISTANT
652,53434182353,ASSISTANT
653,98901183989,MAIN_SURGEON
653,10000000018,ASSISTANT
654,33575450249,MAIN_SURGEON
655,98870684482,MAIN_SURGEON
655,10000000058,ASSISTANT
656,74895326292,MAIN_SURGEON
657,92698522280,MAIN_SURGEON
657,10000000013,ASSISTANT
658,18193427864,MAIN_SURGEON
659,56784597458,MAIN_SURGEON
659,10000000070,ASSISTANT
660,47960718664,MAIN_SURGEON
661,94613426776,MAIN_SURGEON
662,46055220563,MAIN_SURGEON
662,10000000052,ASSISTANT
662,53727815147,ASSISTANT
663,90134508778,MAIN_SURGEON
663,10000000057,ASSISTANT
664,35134846364,MAIN_SURGEON
665,20287442157,MAIN_SURGEON
665,10000000055,ASSISTANT
665,84320135602,ASSISTANT
666,75339133780,MAIN_SURGEON
666,10000000052,ASSISTANT
667,60334753081,MAIN_SURGEON
667,10000000053,ASSISTANT
668,98901183989,MAIN_SURGEON
668,10000000021,ASSISTANT
668,99795619901,ASSISTANT
669,38538288127,MAIN_SURGEON
670,83923788555,MAIN_SURGEON
671,40889689402,MAIN_SURGEON
671,10000000032,ASSISTANT
671,92698522280,ASSISTANT
672,21389790404,MAIN_SURGEON
673,74895326292,MAIN_SURGEON
674,18193427864,MAIN_SURGEON
675,48486875122,MAIN_SURGEON
676,20287442157,MAIN_SURGEON
676,10000000038,ASSISTANT
676,90656248238,ASSISTANT
677,80036372124,MAIN_SURGEON
678,32379434579,MAIN_SURGEON
678,10000000058,ASSISTANT
679,74895326292,MAIN_SURGEON
680,67697807470,MAIN_SURGEON
680,10000000031,ASSISTANT
680,20140926142,ASSISTANT
681,53262763012,MAIN_SURGEON
681,10000000035,ASSISTANT
682,53727815147,MAIN_SURGEON
683,62743168874,MAIN_SURGEON
684,94374664371,MAIN_SURGEON
685,30871168286,MAIN_SURGEON
685,10000000043,ASSISTANT
685,41069533517,ASSISTANT
686,18716063973,MAIN_SURGEON
686,10000000028,ASSISTANT
687,95448079151,MAIN_SURGEON
687,10000000048,ASSISTANT
688,48486875122,MAIN_SURGEON
688,10000000060,ASSISTANT
689,37233268274,MAIN_SURGEON
689,10000000071,ASSISTANT
690,45979296668,MAIN_SURGEON
690,10000000024,ASSISTANT
690,51927673524,ASSISTANT
691,45979296668,MAIN_SURGEON
692,60344799227,MAIN_SURGEON
692,10000000055,ASSISTANT
693,18716063973,MAIN_SURGEON
693,10000000026,ASSISTANT
694,92698522280,MAIN_SURGEON
695,77117947422,MAIN_SURGEON
696,90656248238,MAIN_SURGEON
696,10000000040,ASSISTANT
697,94613426776,MAIN_SURGEON
698,62066779638,MAIN_SURGEON
698,10000000058,ASSISTANT
698,74895326292,ASSISTANT
699,78832401220,MAIN_SURGEON
699,10000000047,ASSISTANT
700,45979296668,MAIN_SURGEON
701,67758463500,MAIN_SURGEON
701,10000000060,ASSISTANT
702,90134508778,MAIN_SURGEON
703,50922589695,MAIN_SURGEON
703,10000000064,ASSISTANT
704,46055220563,MAIN_SURGEON
704,10000000069,ASSISTANT
704,53727815147,ASSISTANT
705,97287210691,MAIN_SURGEON
705,10000000074,ASSISTANT
706,35134846364,MAIN_SURGEON
707,82857924186,MAIN_SURGEON
707,10000000069,ASSISTANT
708,13706183648,MAIN_SURGEON
708,10000000021,ASSISTANT
708,56784597458,ASSISTANT
709,81344410739,MAIN_SURGEON
709,10000000025,ASSISTANT
709,97287210691,ASSISTANT
710,92698522280,MAIN_SURGEON
711,40889689402,MAIN_SURGEON
711,10000000030,ASSISTANT
712,98451520706,MAIN_SURGEON
712,10000000051,ASSISTANT
713,39243562439,MAIN_SURGEON
713,10000000056,ASSISTANT
713,40850595762,ASSISTANT
714,30689575097,MAIN_SURGEON
714,10000000055,ASSISTANT
714,98451520706,ASSISTANT
715,15517900330,MAIN_SURGEON
715,10000000074,ASSISTANT
715,37233268274,ASSISTANT
716,78832401220,MAIN_SURGEON
716,10000000063,ASSISTANT
716,89981892222,ASSISTANT
717,56650467990,MAIN_SURGEON
718,50922589695,MAIN_SURGEON
718,10000000045,ASSISTANT
718,46055220563,ASSISTANT
719,53262763012,MAIN_SURGEON
720,37233268274,MAIN_SURGEON
720,10000000010,ASSISTANT
721,30689575097,MAIN_SURGEON
721,10000000033,ASSISTANT
722,46055220563,MAIN_SURGEON
723,32379434579,MAIN_SURGEON
723,10000000037,ASSISTANT
723,62066779638,ASSISTANT
724,38538288127,MAIN_SURGEON
725,94374664371,MAIN_SURGEON
726,62743168874,MAIN_SURGEON
727,74895326292,MAIN_SURGEON
727,10000000040,ASSISTANT
728,35134846364,MAIN_SURGEON
728,10000000038,ASSISTANT
729,56650467990,MAIN_SURGEON
729,10000000005,ASSISTANT
729,62496380045,ASSISTANT
730,21389790404,MAIN_SURGEON
731,27946441835,MAIN_SURGEON
732,47960718664,MAIN_SURGEON
733,56784597458,MAIN_SURGEON
733,10000000041,ASSISTANT
734,75339133780,MAIN_SURGEON
734,10000000034,ASSISTANT
735,90134508778,MAIN_SURGEON
736,33860842912,MAIN_SURGEON
736,10000000032,ASSISTANT
736,83923788555,ASSISTANT
737,18716063973,MAIN_SURGEON
738,81344410739,MAIN_SURGEON
738,10000000017,ASSISTANT
738,56784597458,ASSISTANT
739,22585413484,MAIN_SURGEON
740,95448079151,MAIN_SURGEON
741,62066779638,MAIN_SURGEON
741,10000000079,ASSISTANT
741,37233268274,ASSISTANT
742,53434182353,MAIN_SURGEON
743,98451520706,MAIN_SURGEON
743,10000000067,ASSISTANT
744,90656248238,MAIN_SURGEON
744,10000000012,ASSISTANT
745,60552999461,MAIN_SURGEON
745,10000000065,ASSISTANT
746,67758463500,MAIN_SURGEON
747,45979296668,MAIN_SURGEON
748,18716063973,MAIN_SURGEON
748,10000000009,ASSISTANT
749,18193427864,MAIN_SURGEON
750,35895166626,MAIN_SURGEON
750,10000000075,ASSISTANT
751,31551628292,MAIN_SURGEON
752,35895166626,MAIN_SURGEON
753,94374664371,MAIN_SURGEON
753,10000000053,ASSISTANT
753,27946441835,ASSISTANT
754,51927673524,MAIN_SURGEON
754,10000000024,ASSISTANT
755,30871168286,MAIN_SURGEON
756,45979296668,MAIN_SURGEON
756,10000000022,ASSISTANT
757,18193427864,MAIN_SURGEON
758,77117947422,MAIN_SURGEON
759,18716063973,MAIN_SURGEON
759,10000000055,ASSISTANT
760,90656248238,MAIN_SURGEON
760,10000000008,ASSISTANT
761,22585413484,MAIN_SURGEON
762,60334753081,MAIN_SURGEON
763,77117947422,MAIN_SURGEON
764,84320135602,MAIN_SURGEON
764,10000000037,ASSISTANT
765,41069533517,MAIN_SURGEON
765,10000000025,ASSISTANT
766,20287442157,MAIN_SURGEON
766,10000000005,ASSISTANT
766,75339133780,ASSISTANT
767,56650467990,MAIN_SURGEON
767,10000000071,ASSISTANT
767,62496380045,ASSISTANT
768,98870684482,MAIN_SURGEON
768,10000000010,ASSISTANT
769,74997800957,MAIN_SURGEON
769,10000000059,ASSISTANT
770,90656248238,MAIN_SURGEON
770,10000000051,ASSISTANT
771,47960718664,MAIN_SURGEON
771,10000000035,ASSISTANT
772,40889689402,MAIN_SURGEON
773,52288372388,MAIN_SURGEON
774,22561283452,MAIN_SURGEON
774,10000000023,ASSISTANT
775,98870684482,MAIN_SURGEON
776,57199282441,MAIN_SURGEON
777,21389790404,MAIN_SURGEON
777,10000000075,ASSISTANT
778,51927673524,MAIN_SURGEON
779,60344799227,MAIN_SURGEON
780,67758463500,MAIN_SURGEON
781,30639295654,MAIN_SURGEON
781,10000000054,ASSISTANT
781,32379434579,ASSISTANT
782,31551628292,MAIN_SURGEON
783,89981892222,MAIN_SURGEON
783,10000000013,ASSISTANT
784,44869451267,MAIN_SURGEON
785,60334753081,MAIN_SURGEON
785,10000000028,ASSISTANT
786,90656248238,MAIN_SURGEON
786,10000000024,ASSISTANT
787,48486875122,MAIN_SURGEON
788,40889689402,MAIN_SURGEON
788,10000000023,ASSISTANT
789,83923788555,MAIN_SURGEON
789,10000000031,ASSISTANT
789,75339133780,ASSISTANT
790,30639295654,MAIN_SURGEON
790,10000000057,ASSISTANT
791,77117947422,MAIN_SURGEON
792,83923788555,MAIN_SURGEON
793,30639295654,MAIN_SURGEON
793,10000000022,ASSISTANT
793,84320135602,ASSISTANT
794,22561283452,MAIN_SURGEON
795,62066779638,MAIN_SURGEON
795,10000000061,ASSISTANT
795,18193427864,ASSISTANT
796,65063112418,MAIN_SURGEON
797,21389790404,MAIN_SURGEON
798,99795619901,MAIN_SURGEON
798,10000000021,ASSISTANT
799,81344410739,MAIN_SURGEON
799,10000000065,ASSISTANT
799,31976884284,ASSISTANT
800,67697807470,MAIN_SURGEON
800,10000000028,ASSISTANT
801,62743168874,MAIN_SURGEON
802,18716063973,MAIN_SURGEON
802,10000000056,ASSISTANT
803,65063112418,MAIN_SURGEON
804,60552999461,MAIN_SURGEON
804,10000000079,ASSISTANT
805,67758463500,MAIN_SURGEON
805,10000000073,ASSISTANT
806,67758463500,MAIN_SURGEON
806,10000000044,ASSISTANT
807,53434182353,MAIN_SURGEON
808,60170274590,MAIN_SURGEON
808,10000000035,ASSISTANT
809,80036372124,MAIN_SURGEON
809,10000000016,ASSISTANT
809,85282038277,ASSISTANT
810,22585413484,MAIN_SURGEON
810,10000000020,ASSISTANT
811,38538288127,MAIN_SURGEON
812,60552999461,MAIN_SURGEON
812,10000000060,ASSISTANT
813,27946441835,MAIN_SURGEON
813,10000000014,ASSISTANT
813,55878996856,ASSISTANT
814,83923788555,MAIN_SURGEON
815,19276620746,MAIN_SURGEON
815,10000000057,ASSISTANT
816,40889689402,MAIN_SURGEON
816,10000000001,ASSISTANT
817,94613426776,MAIN_SURGEON
817,10000000014,ASSISTANT
818,32379434579,MAIN_SURGEON
818,10000000008,ASSISTANT
818,62066779638,ASSISTANT
819,22561283452,MAIN_SURGEON
820,39243562439,MAIN_SURGEON
820,10000000078,ASSISTANT
820,98451520706,ASSISTANT
821,60552999461,MAIN_SURGEON
821,10000000013,ASSISTANT
822,90656248238,MAIN_SURGEON
822,10000000071,ASSISTANT
823,90134508778,MAIN_SURGEON
823,10000000004,ASSISTANT
824,62066779638,MAIN_SURGEON
824,10000000077,ASSISTANT
824,31551628292,ASSISTANT
825,35134846364,MAIN_SURGEON
826,90656248238,MAIN_SURGEON
826,10000000034,ASSISTANT
827,56650467990,MAIN_SURGEON
