UnknownTable
---
| total_cost | total_additional_cost | total_base_cost | dept_name | year | insurance | ken_code | 
| 4807.00 | 0.00 | 7359.00 | Μικροβιολογικό | 2025 | Ιδιωτική Ασφάλεια | Τ23Α | 
| 2516.00 | 2072.00 | 444.00 | Μικροβιολογικό | 2026 | Ανασφάλιστος | Κ46Χ | 
| 5969.00 | 0.00 | 9110.00 | Μικροβιολογικό | 2026 | Ανασφάλιστος | Μ02Μ | 
| 6890.00 | 0.00 | 9963.00 | Μικροβιολογικό | 2026 | ΕΦΚΑ | Μ32Μβ | 
| 4807.00 | 0.00 | 7359.00 | Μικροβιολογικό | 2026 | Ιδιωτική Ασφάλεια | Τ23Α | 
| 3425.00 | 0.00 | 6036.00 | Νευρολογικό | 2025 | Ανασφάλιστος | Α10Μ | 
| 5573.00 | 2594.00 | 2979.00 | Νευρολογικό | 2025 | Ανασφάλιστος | Ζ02Χ | 
| 4579.00 | 3295.00 | 1284.00 | Νευρολογικό | 2025 | Ανασφάλιστος | Κ38Μ | 
| 3396.00 | 3139.00 | 257.00 | Νευρολογικό | 2025 | Ανασφάλιστος | Λ26Α | 
| 4504.00 | 0.00 | 6611.00 | Νευρολογικό | 2025 | Ανασφάλιστος | Μ04Χ | 
| 8270.00 | 7212.00 | 1058.00 | Νευρολογικό | 2025 | Ανασφάλιστος | Μ77Χ | 
| 1887.00 | 0.00 | 2942.00 | Νευρολογικό | 2025 | Ανασφάλιστος | Μ79Μ | 
| 2847.00 | 1882.00 | 965.00 | Νευρολογικό | 2025 | Ανασφάλιστος | Χ45Α | 
| 3109.00 | 1280.00 | 1829.00 | Νευρολογικό | 2025 | ΕΦΚΑ | Θ24Μ | 
| 1739.00 | 0.00 | 1907.00 | Νευρολογικό | 2025 | ΕΦΚΑ | Ν28Μ | 
| 10266.00 | 9778.00 | 488.00 | Νευρολογικό | 2025 | ΕΦΚΑ | Τ20Μ | 
| 4255.00 | 0.00 | 41579.00 | Νευρολογικό | 2025 | ΕΦΚΑ | Τ21Α | 
| 1776.00 | 0.00 | 5818.00 | Νευρολογικό | 2025 | ΕΦΚΑ | Τ24Α | 
| 5958.00 | 3359.00 | 2599.00 | Νευρολογικό | 2025 | Ιδιωτική Ασφάλεια | Θ21Α | 
| 5080.00 | 4453.00 | 627.00 | Νευρολογικό | 2025 | Ιδιωτική Ασφάλεια | Κ38Χ | 
| 3439.00 | 0.00 | 6307.00 | Νευρολογικό | 2025 | Ιδιωτική Ασφάλεια | Μ03Μ | 
| 5984.00 | 5128.00 | 856.00 | Νευρολογικό | 2025 | Ιδιωτική Ασφάλεια | Μ61Χ | 
| 5086.00 | 4681.00 | 405.00 | Νευρολογικό | 2025 | Ιδιωτική Ασφάλεια | Μ75Χ | 
| 2709.00 | 0.00 | 5777.00 | Νευρολογικό | 2025 | Ιδιωτική Ασφάλεια | Σ02Μ | 
| 5020.00 | 4776.00 | 244.00 | Νευρολογικό | 2025 | Ιδιωτική Ασφάλεια | Τ20Μ | 
| 4591.00 | 0.00 | 41579.00 | Νευρολογικό | 2025 | Ιδιωτική Ασφάλεια | Τ21Α | 
| 4160.00 | 0.00 | 14718.00 | Νευρολογικό | 2025 | Ιδιωτική Ασφάλεια | Τ23Α | 
| 1691.00 | 0.00 | 3261.00 | Νευρολογικό | 2025 | Ιδιωτική Ασφάλεια | Χ48Α | 
| 4079.00 | 3427.00 | 652.00 | Νευρολογικό | 2026 | Ανασφάλιστος | Β04Α | 
| 2441.00 | 0.00 | 26508.00 | Νευρολογικό | 2026 | Ανασφάλιστος | Ε07Α | 
| 1474.00 | 0.00 | 7359.00 | Νευρολογικό | 2026 | Ανασφάλιστος | Τ23Α | 
| 5674.00 | 0.00 | 13155.00 | Νευρολογικό | 2026 | ΕΦΚΑ | Κ04Μ | 
| 3691.00 | 3030.00 | 661.00 | Νευρολογικό | 2026 | ΕΦΚΑ | Μ23Α | 
| 1474.00 | 0.00 | 7359.00 | Νευρολογικό | 2026 | ΕΦΚΑ | Τ23Α | 
| 5958.00 | 2264.00 | 3694.00 | Νευρολογικό | 2026 | Ιδιωτική Ασφάλεια | Κ12Χ | 
| 4903.00 | 3370.00 | 1533.00 | Νευρολογικό | 2026 | Ιδιωτική Ασφάλεια | Μ69Μ | 
| 5004.00 | 3323.00 | 1681.00 | Νευρολογικό | 2026 | Ιδιωτική Ασφάλεια | Μ72Μ | 
| 4868.00 | 4004.00 | 864.00 | Ορθοπεδικό | 2025 | Ανασφάλιστος | Α27Μ | 
| 1885.00 | 1558.00 | 327.00 | Ορθοπεδικό | 2025 | Ανασφάλιστος | Κ39Χ | 
| 6141.00 | 5744.00 | 397.00 | Ορθοπεδικό | 2025 | Ανασφάλιστος | Κ43Χ | 
| 4141.00 | 2896.00 | 1245.00 | Ορθοπεδικό | 2025 | Ανασφάλιστος | Κ46Μ | 
| 6087.00 | 0.00 | 12912.00 | Ορθοπεδικό | 2025 | Ανασφάλιστος | Μ32Μα | 
| 1944.00 | 0.00 | 2249.00 | Ορθοπεδικό | 2025 | Ανασφάλιστος | Μ73Μ | 
| 8684.00 | 8196.00 | 488.00 | Ορθοπεδικό | 2025 | Ανασφάλιστος | Τ20Μ | 
| 2816.00 | 2304.00 | 512.00 | Ορθοπεδικό | 2025 | Ανασφάλιστος | Τ20Χ | 
| 3595.00 | 0.00 | 7359.00 | Ορθοπεδικό | 2025 | Ανασφάλιστος | Τ23Α | 
| 3101.00 | 502.00 | 2599.00 | Ορθοπεδικό | 2025 | ΕΦΚΑ | Θ21Α | 
| 3732.00 | 3105.00 | 627.00 | Ορθοπεδικό | 2025 | ΕΦΚΑ | Κ38Χ | 
| 6141.00 | 5744.00 | 397.00 | Ορθοπεδικό | 2025 | ΕΦΚΑ | Κ43Χ | 
| 2627.00 | 0.00 | 12912.00 | Ορθοπεδικό | 2025 | ΕΦΚΑ | Μ32Μα | 
| 5070.00 | 0.00 | 9147.00 | Ορθοπεδικό | 2025 | ΕΦΚΑ | Μ32Χ | 
| 3424.00 | 3097.00 | 327.00 | Ορθοπεδικό | 2025 | ΕΦΚΑ | Π46Α | 
| 4255.00 | 0.00 | 41579.00 | Ορθοπεδικό | 2025 | ΕΦΚΑ | Τ21Α | 
| 4908.00 | 0.00 | 30725.00 | Ορθοπεδικό | 2025 | ΕΦΚΑ | Τ22Α | 
| 3835.00 | 2691.00 | 1144.00 | Ορθοπεδικό | 2025 | Ιδιωτική Ασφάλεια | Α22Μβ | 
| 1970.00 | 1552.00 | 418.00 | Ορθοπεδικό | 2025 | Ιδιωτική Ασφάλεια | Γ09Α | 
| 3456.00 | 732.00 | 2724.00 | Ορθοπεδικό | 2025 | Ιδιωτική Ασφάλεια | Κ10Χ | 
| 5118.00 | 3972.00 | 1146.00 | Ορθοπεδικό | 2025 | Ιδιωτική Ασφάλεια | Κ18Χ | 
| 6487.00 | 0.00 | 6611.00 | Ορθοπεδικό | 2025 | Ιδιωτική Ασφάλεια | Μ04Χ | 
| 5743.00 | 5082.00 | 661.00 | Ορθοπεδικό | 2025 | Ιδιωτική Ασφάλεια | Μ23Α | 
| 1616.00 | 1172.00 | 444.00 | Ορθοπεδικό | 2025 | Ιδιωτική Ασφάλεια | Μ63Χ | 
| 1233.00 | 0.00 | 2436.00 | Ορθοπεδικό | 2025 | Ιδιωτική Ασφάλεια | Μ66Μ | 
| 4308.00 | 2853.00 | 1455.00 | Ορθοπεδικό | 2025 | Ιδιωτική Ασφάλεια | Μ75Μ | 
| 3313.00 | 2893.00 | 420.00 | Ορθοπεδικό | 2025 | Ιδιωτική Ασφάλεια | Ο23Α | 
| 3439.00 | 2058.00 | 1381.00 | Ορθοπεδικό | 2025 | Ιδιωτική Ασφάλεια | Τ01Α | 
| 2816.00 | 2304.00 | 512.00 | Ορθοπεδικό | 2025 | Ιδιωτική Ασφάλεια | Τ20Χ | 
| 4815.00 | 0.00 | 41579.00 | Ορθοπεδικό | 2025 | Ιδιωτική Ασφάλεια | Τ21Α | 
| 3747.00 | 0.00 | 30725.00 | Ορθοπεδικό | 2025 | Ιδιωτική Ασφάλεια | Τ22Α | 
| 2948.00 | 0.00 | 14718.00 | Ορθοπεδικό | 2025 | Ιδιωτική Ασφάλεια | Τ23Α | 
| 3785.00 | 0.00 | 8261.00 | Ορθοπεδικό | 2026 | Ανασφάλιστος | Ε06Χγ | 
| 4668.00 | 0.00 | 14020.00 | Ορθοπεδικό | 2026 | Ανασφάλιστος | Μ01Μ | 
| 2383.00 | 0.00 | 7359.00 | Ορθοπεδικό | 2026 | Ανασφάλιστος | Τ23Α | 
| 2936.00 | 0.00 | 20279.00 | Ορθοπεδικό | 2026 | ΕΦΚΑ | Τ02Α | 
| 4461.00 | 2033.00 | 2428.00 | Ορθοπεδικό | 2026 | Ιδιωτική Ασφάλεια | Κ45Μα | 
| 4423.00 | 0.00 | 14020.00 | Ορθοπεδικό | 2026 | Ιδιωτική Ασφάλεια | Μ01Μ | 
| 6251.00 | 0.00 | 9783.00 | Ορθοπεδικό | 2026 | Ιδιωτική Ασφάλεια | Μ09Χ | 
| 974.00 | 172.00 | 802.00 | Ουρολογικό | 2025 | Ανασφάλιστος | Δ24Χ | 
| 3966.00 | 0.00 | 16215.00 | Ουρολογικό | 2025 | Ανασφάλιστος | Κ01Μ | 
| 3762.00 | 1536.00 | 2226.00 | Ουρολογικό | 2025 | Ανασφάλιστος | Κ18Μ | 
| 4705.00 | 3421.00 | 1284.00 | Ουρολογικό | 2025 | Ανασφάλιστος | Κ38Μ | 
| 2280.00 | 1167.00 | 1113.00 | Ουρολογικό | 2025 | Ανασφάλιστος | Κ43Μ | 
| 1944.00 | 0.00 | 2249.00 | Ουρολογικό | 2025 | Ανασφάλιστος | Μ73Μ | 
| 3926.00 | 3414.00 | 512.00 | Ουρολογικό | 2025 | Ανασφάλιστος | Τ20Χ | 
| 4201.00 | 0.00 | 7359.00 | Ουρολογικό | 2025 | Ανασφάλιστος | Τ23Α | 
| 3148.00 | 2406.00 | 742.00 | Ουρολογικό | 2025 | ΕΦΚΑ | Γ07Α | 
| 3446.00 | 2357.00 | 1089.00 | Ουρολογικό | 2025 | ΕΦΚΑ | Κ32Χ | 
| 4453.00 | 3169.00 | 1284.00 | Ουρολογικό | 2025 | ΕΦΚΑ | Κ38Μ | 
| 5407.00 | 0.00 | 6307.00 | Ουρολογικό | 2025 | ΕΦΚΑ | Μ03Μ | 
| 6085.00 | 5424.00 | 661.00 | Ουρολογικό | 2025 | ΕΦΚΑ | Μ23Α | 
| 2938.00 | 2228.00 | 710.00 | Ουρολογικό | 2025 | ΕΦΚΑ | Μ24Α | 
| 1897.00 | 253.00 | 1644.00 | Ουρολογικό | 2025 | ΕΦΚΑ | Τ26Μγ | 
| 9580.00 | 4346.00 | 5234.00 | Ουρολογικό | 2025 | Ιδιωτική Ασφάλεια | Κ17Χ | 
| 4069.00 | 3442.00 | 627.00 | Ουρολογικό | 2025 | Ιδιωτική Ασφάλεια | Κ38Χ | 
| 5158.00 | 0.00 | 14020.00 | Ουρολογικό | 2025 | Ιδιωτική Ασφάλεια | Μ01Μ | 
| 4262.00 | 0.00 | 9606.00 | Ουρολογικό | 2025 | Ιδιωτική Ασφάλεια | Μ01Χ | 
| 4494.00 | 1064.00 | 3430.00 | Ουρολογικό | 2025 | Ιδιωτική Ασφάλεια | Μ02Χ | 
| 2715.00 | 1813.00 | 902.00 | Ουρολογικό | 2025 | Ιδιωτική Ασφάλεια | Μ27Χ | 
| 5498.00 | 0.00 | 9963.00 | Ουρολογικό | 2025 | Ιδιωτική Ασφάλεια | Μ32Μβ | 
| 5796.00 | 4458.00 | 1338.00 | Ουρολογικό | 2025 | Ιδιωτική Ασφάλεια | Π45Μ | 
| 1846.00 | 0.00 | 20279.00 | Ουρολογικό | 2025 | Ιδιωτική Ασφάλεια | Τ02Α | 
| 9270.00 | 0.00 | 22077.00 | Ουρολογικό | 2025 | Ιδιωτική Ασφάλεια | Τ23Α | 
| 1776.00 | 0.00 | 5818.00 | Ουρολογικό | 2025 | Ιδιωτική Ασφάλεια | Τ24Α | 
| 5277.00 | 2931.00 | 2346.00 | Ουρολογικό | 2025 | Ιδιωτική Ασφάλεια | Τ26Μβ | 
| 2482.00 | 1369.00 | 1113.00 | Ουρολογικό | 2026 | Ανασφάλιστος | Κ43Μ | 
| 6029.00 | 5609.00 | 420.00 | Ουρολογικό | 2026 | Ανασφάλιστος | Ν30Α | 
| 3595.00 | 0.00 | 7359.00 | Ουρολογικό | 2026 | Ανασφάλιστος | Τ23Α | 
| 3876.00 | 0.00 | 30725.00 | Ουρολογικό | 2026 | ΕΦΚΑ | Τ22Α | 
| 2989.00 | 0.00 | 7359.00 | Ουρολογικό | 2026 | ΕΦΚΑ | Τ23Α | 
| 4822.00 | 4417.00 | 405.00 | Ουρολογικό | 2026 | Ιδιωτική Ασφάλεια | Μ75Χ | 
| 1777.00 | 0.00 | 7359.00 | Ουρολογικό | 2026 | Ιδιωτική Ασφάλεια | Τ23Α | 
| 3691.00 | 3030.00 | 661.00 | Οφθαλμολογικό | 2025 | Ανασφάλιστος | Μ23Α | 
| 3254.00 | 1075.00 | 2179.00 | Οφθαλμολογικό | 2025 | Ανασφάλιστος | Μ27Μ | 
| 1944.00 | 0.00 | 2249.00 | Οφθαλμολογικό | 2025 | Ανασφάλιστος | Μ73Μ | 
| 1211.00 | 0.00 | 20279.00 | Οφθαλμολογικό | 2025 | Ανασφάλιστος | Τ02Α | 
| 2627.00 | 2115.00 | 512.00 | Οφθαλμολογικό | 2025 | Ανασφάλιστος | Τ20Χ | 
| 2383.00 | 0.00 | 7359.00 | Οφθαλμολογικό | 2025 | Ανασφάλιστος | Τ23Α | 
| 3480.00 | 322.00 | 3158.00 | Οφθαλμολογικό | 2025 | Ανασφάλιστος | Τ25Μγ | 
| 6490.00 | 6065.00 | 425.00 | Οφθαλμολογικό | 2025 | ΕΦΚΑ | Γ10Α | 
| 4467.00 | 3222.00 | 1245.00 | Οφθαλμολογικό | 2025 | ΕΦΚΑ | Κ46Μ | 
| 3474.00 | 0.00 | 9147.00 | Οφθαλμολογικό | 2025 | ΕΦΚΑ | Μ32Χ | 
| 2131.00 | 333.00 | 1798.00 | Οφθαλμολογικό | 2025 | Ιδιωτική Ασφάλεια | Α12Χ | 
| 6490.00 | 5346.00 | 1144.00 | Οφθαλμολογικό | 2025 | Ιδιωτική Ασφάλεια | Α22Μβ | 
| 4896.00 | 2816.00 | 2080.00 | Οφθαλμολογικό | 2025 | Ιδιωτική Ασφάλεια | Θ09Χα | 
| 5896.00 | 5499.00 | 397.00 | Οφθαλμολογικό | 2025 | Ιδιωτική Ασφάλεια | Κ43Χ | 
| 3688.00 | 0.00 | 14020.00 | Οφθαλμολογικό | 2025 | Ιδιωτική Ασφάλεια | Μ01Μ | 
| 5736.00 | 4055.00 | 1681.00 | Οφθαλμολογικό | 2025 | Ιδιωτική Ασφάλεια | Μ72Μ | 
| 5020.00 | 4776.00 | 244.00 | Οφθαλμολογικό | 2025 | Ιδιωτική Ασφάλεια | Τ20Μ | 
| 4079.00 | 2865.00 | 1214.00 | Οφθαλμολογικό | 2025 | Ιδιωτική Ασφάλεια | Χ47Α | 
| 1973.00 | 806.00 | 1167.00 | Οφθαλμολογικό | 2026 | Ανασφάλιστος | Ζ22Μ | 
| 3232.00 | 1434.00 | 1798.00 | Οφθαλμολογικό | 2026 | ΕΦΚΑ | Α12Χ | 
| 4665.00 | 0.00 | 50379.00 | Οφθαλμολογικό | 2026 | ΕΦΚΑ | Ε03Α | 
| 4373.00 | 3299.00 | 1074.00 | Οφθαλμολογικό | 2026 | ΕΦΚΑ | Θ23Μ | 
| 4011.00 | 3661.00 | 350.00 | Οφθαλμολογικό | 2026 | ΕΦΚΑ | Μ74Α | 
| 4833.00 | 688.00 | 4145.00 | Οφθαλμολογικό | 2026 | Ιδιωτική Ασφάλεια | Τ25Μβ | 
| 5115.00 | 4835.00 | 280.00 | Οφθαλμολογικό | 2026 | Ιδιωτική Ασφάλεια | Φ61Α | 
| 3706.00 | 814.00 | 2892.00 | Παθολογικό | 2025 | Ανασφάλιστος | Κ17Μ | 
| 4423.00 | 0.00 | 14020.00 | Παθολογικό | 2025 | Ανασφάλιστος | Μ01Μ | 
| 4794.00 | 4550.00 | 244.00 | Παθολογικό | 2025 | Ανασφάλιστος | Τ20Μ | 
| 3876.00 | 0.00 | 30725.00 | Παθολογικό | 2025 | Ανασφάλιστος | Τ22Α | 
| 4800.00 | 3654.00 | 1146.00 | Παθολογικό | 2025 | ΕΦΚΑ | Κ18Χ | 
| 4527.00 | 57.00 | 4470.00 | Παθολογικό | 2025 | ΕΦΚΑ | Κ30Χ | 
| 1876.00 | 763.00 | 1113.00 | Παθολογικό | 2025 | ΕΦΚΑ | Κ43Μ | 
| 2528.00 | 0.00 | 11997.00 | Παθολογικό | 2025 | ΕΦΚΑ | Τ04Α | 
| 10266.00 | 9778.00 | 488.00 | Παθολογικό | 2025 | ΕΦΚΑ | Τ20Μ | 
| 3898.00 | 0.00 | 7359.00 | Παθολογικό | 2025 | ΕΦΚΑ | Τ23Α | 
| 6251.00 | 215.00 | 6036.00 | Παθολογικό | 2025 | Ιδιωτική Ασφάλεια | Α10Μ | 
| 4114.00 | 2589.00 | 1525.00 | Παθολογικό | 2025 | Ιδιωτική Ασφάλεια | Γ04Χ | 
| 4561.00 | 4086.00 | 475.00 | Παθολογικό | 2025 | Ιδιωτική Ασφάλεια | Γ21Α | 
| 6574.00 | 0.00 | 9606.00 | Παθολογικό | 2025 | Ιδιωτική Ασφάλεια | Μ01Χ | 
| 1628.00 | 0.00 | 9783.00 | Παθολογικό | 2025 | Ιδιωτική Ασφάλεια | Μ09Χ | 
| 4536.00 | 0.00 | 5478.00 | Παθολογικό | 2025 | Ιδιωτική Ασφάλεια | Μ12Μα | 
| 1278.00 | 226.00 | 1052.00 | Παθολογικό | 2025 | Ιδιωτική Ασφάλεια | Μ21Α | 
| 3479.00 | 2802.00 | 677.00 | Παθολογικό | 2025 | Ιδιωτική Ασφάλεια | Π40Χ | 
| 2350.00 | 706.00 | 1644.00 | Παθολογικό | 2025 | Ιδιωτική Ασφάλεια | Τ26Μγ | 
| 4045.00 | 2800.00 | 1245.00 | Παθολογικό | 2025 | Ιδιωτική Ασφάλεια | Φ63Μ | 
| 2770.00 | 0.00 | 3158.00 | Παθολογικό | 2026 | Ανασφάλιστος | Τ25Μγ | 
| 5924.00 | 5680.00 | 244.00 | Παθολογικό | 2026 | ΕΦΚΑ | Τ20Μ | 
| 1694.00 | 0.00 | 5465.00 | Παθολογικό | 2026 | Ιδιωτική Ασφάλεια | Κ12Μ | 
| 3794.00 | 2876.00 | 918.00 | Παθολογικό | 2026 | Ιδιωτική Ασφάλεια | Τ27Μγ | 
| 2879.00 | 0.00 | 39863.00 | Παιδιατρικό | 2025 | Ανασφάλιστος | Ε06Μ | 
| 6150.00 | 0.00 | 7225.00 | Παιδιατρικό | 2025 | Ανασφάλιστος | Ζ02Μ | 
| 5590.00 | 2973.00 | 2617.00 | Παιδιατρικό | 2025 | Ανασφάλιστος | Κ17Χ | 
| 3221.00 | 793.00 | 2428.00 | Παιδιατρικό | 2025 | Ανασφάλιστος | Κ45Μα | 
| 1051.00 | 0.00 | 2864.00 | Παιδιατρικό | 2025 | Ανασφάλιστος | Μ25Μ | 
| 1944.00 | 0.00 | 2249.00 | Παιδιατρικό | 2025 | Ανασφάλιστος | Μ73Μ | 
| 4845.00 | 3475.00 | 1370.00 | Παιδιατρικό | 2025 | Ανασφάλιστος | Μ79Χ | 
| 1897.00 | 253.00 | 1644.00 | Παιδιατρικό | 2025 | Ανασφάλιστος | Τ26Μγ | 
| 5514.00 | 2946.00 | 2568.00 | Παιδιατρικό | 2025 | Ανασφάλιστος | Χ43Α | 
| 2131.00 | 333.00 | 1798.00 | Παιδιατρικό | 2025 | ΕΦΚΑ | Α12Χ | 
| 3200.00 | 2251.00 | 949.00 | Παιδιατρικό | 2025 | ΕΦΚΑ | Α25Χ | 
| 9991.00 | 6505.00 | 3486.00 | Παιδιατρικό | 2025 | ΕΦΚΑ | Λ02Μ | 
| 5707.00 | 4447.00 | 1260.00 | Παιδιατρικό | 2025 | ΕΦΚΑ | Μ25Χ | 
| 4316.00 | 3320.00 | 996.00 | Παιδιατρικό | 2025 | ΕΦΚΑ | Μ67Χ | 
| 4308.00 | 2853.00 | 1455.00 | Παιδιατρικό | 2025 | ΕΦΚΑ | Μ75Μ | 
| 5472.00 | 5228.00 | 244.00 | Παιδιατρικό | 2025 | ΕΦΚΑ | Τ20Μ | 
| 2080.00 | 0.00 | 7359.00 | Παιδιατρικό | 2025 | ΕΦΚΑ | Τ23Α | 
| 2290.00 | 0.00 | 5818.00 | Παιδιατρικό | 2025 | ΕΦΚΑ | Τ24Α | 
| 4958.00 | 2612.00 | 2346.00 | Παιδιατρικό | 2025 | ΕΦΚΑ | Τ26Μβ | 
| 3794.00 | 2876.00 | 918.00 | Παιδιατρικό | 2025 | ΕΦΚΑ | Τ27Μγ | 
| 3732.00 | 1008.00 | 2724.00 | Παιδιατρικό | 2025 | Ιδιωτική Ασφάλεια | Κ10Χ | 
| 2269.00 | 775.00 | 1494.00 | Παιδιατρικό | 2025 | Ιδιωτική Ασφάλεια | Κ21Χ | 
| 5792.00 | 5348.00 | 444.00 | Παιδιατρικό | 2025 | Ιδιωτική Ασφάλεια | Κ46Χ | 
| 5418.00 | 0.00 | 9606.00 | Παιδιατρικό | 2025 | Ιδιωτική Ασφάλεια | Μ01Χ | 
| 7190.00 | 0.00 | 14718.00 | Παιδιατρικό | 2025 | Ιδιωτική Ασφάλεια | Τ23Α | 
| 1146.00 | 0.00 | 1189.00 | Παιδιατρικό | 2025 | Ιδιωτική Ασφάλεια | Υ02Χ | 
| 3888.00 | 2978.00 | 910.00 | Παιδιατρικό | 2026 | Ανασφάλιστος | Α31Χ | 
| 4548.00 | 4081.00 | 467.00 | Παιδιατρικό | 2026 | Ανασφάλιστος | Κ42Χ | 
| 4467.00 | 3222.00 | 1245.00 | Παιδιατρικό | 2026 | Ανασφάλιστος | Κ46Μ | 
| 8270.00 | 7212.00 | 1058.00 | Παιδιατρικό | 2026 | Ανασφάλιστος | Μ77Χ | 
| 4794.00 | 4550.00 | 244.00 | Παιδιατρικό | 2026 | Ανασφάλιστος | Τ20Μ | 
| 4715.00 | 2568.00 | 2147.00 | Παιδιατρικό | 2026 | ΕΦΚΑ | Γ05Μ | 
| 4820.00 | 0.00 | 15548.00 | Παιδιατρικό | 2026 | ΕΦΚΑ | Ε06Χβ | 
| 1211.00 | 0.00 | 20279.00 | Παιδιατρικό | 2026 | Ιδιωτική Ασφάλεια | Τ02Α | 
| 1379.00 | 707.00 | 672.00 | Χειρουργικό | 2025 | Ανασφάλιστος | Δ10Α | 
| 3973.00 | 3008.00 | 965.00 | Χειρουργικό | 2025 | Ανασφάλιστος | Δ28Χ | 
| 3652.00 | 0.00 | 4470.00 | Χειρουργικό | 2025 | Ανασφάλιστος | Κ30Χ | 
| 3949.00 | 2665.00 | 1284.00 | Χειρουργικό | 2025 | Ανασφάλιστος | Κ38Μ | 
| 9970.00 | 0.00 | 18220.00 | Χειρουργικό | 2025 | Ανασφάλιστος | Μ02Μ | 
| 2938.00 | 2228.00 | 710.00 | Χειρουργικό | 2025 | Ανασφάλιστος | Μ24Α | 
| 4106.00 | 0.00 | 9963.00 | Χειρουργικό | 2025 | Ανασφάλιστος | Μ32Μβ | 
| 4527.00 | 2620.00 | 1907.00 | Χειρουργικό | 2025 | Ανασφάλιστος | Ν28Μ | 
| 6150.00 | 5906.00 | 244.00 | Χειρουργικό | 2025 | Ανασφάλιστος | Τ20Μ | 
| 3292.00 | 0.00 | 7359.00 | Χειρουργικό | 2025 | Ανασφάλιστος | Τ23Α | 
| 2804.00 | 0.00 | 5818.00 | Χειρουργικό | 2025 | Ανασφάλιστος | Τ24Α | 
| 3184.00 | 0.00 | 5465.00 | Χειρουργικό | 2025 | ΕΦΚΑ | Κ12Μ | 
| 5707.00 | 0.00 | 9606.00 | Χειρουργικό | 2025 | ΕΦΚΑ | Μ01Χ | 
| 1525.00 | 0.00 | 2864.00 | Χειρουργικό | 2025 | ΕΦΚΑ | Μ25Μ | 
| 5735.00 | 4202.00 | 1533.00 | Χειρουργικό | 2025 | ΕΦΚΑ | Μ69Μ | 
| 1944.00 | 0.00 | 2249.00 | Χειρουργικό | 2025 | ΕΦΚΑ | Μ73Μ | 
| 8913.00 | 0.00 | 61450.00 | Χειρουργικό | 2025 | ΕΦΚΑ | Τ22Α | 
| 5193.00 | 0.00 | 34279.00 | Χειρουργικό | 2025 | Ιδιωτική Ασφάλεια | Ε05Α | 
| 1110.00 | 0.00 | 6411.00 | Χειρουργικό | 2025 | Ιδιωτική Ασφάλεια | Μ03Χ | 
| 4471.00 | 3728.00 | 743.00 | Χειρουργικό | 2025 | Ιδιωτική Ασφάλεια | Μ18Α | 
| 3298.00 | 1928.00 | 1370.00 | Χειρουργικό | 2025 | Ιδιωτική Ασφάλεια | Μ79Χ | 
| 2873.00 | 0.00 | 5777.00 | Χειρουργικό | 2025 | Ιδιωτική Ασφάλεια | Σ02Μ | 
| 1992.00 | 0.00 | 5465.00 | Χειρουργικό | 2026 | Ανασφάλιστος | Κ12Μ | 
| 4316.00 | 2993.00 | 1323.00 | Χειρουργικό | 2026 | Ανασφάλιστος | Μ71Μ | 
| 2715.00 | 1813.00 | 902.00 | Χειρουργικό | 2026 | ΕΦΚΑ | Μ27Χ | 
| 2686.00 | 0.00 | 7359.00 | Χειρουργικό | 2026 | ΕΦΚΑ | Τ23Α | 
| 4842.00 | 4585.00 | 257.00 | Ψυχιατρικό | 2025 | Ανασφάλιστος | Λ26Α | 
| 3919.00 | 0.00 | 6307.00 | Ψυχιατρικό | 2025 | Ανασφάλιστος | Μ03Μ | 
| 958.00 | 0.00 | 7042.00 | Ψυχιατρικό | 2025 | Ανασφάλιστος | Μ04Μ | 
| 4227.00 | 3325.00 | 902.00 | Ψυχιατρικό | 2025 | Ανασφάλιστος | Μ27Χ | 
| 1846.00 | 1441.00 | 405.00 | Ψυχιατρικό | 2025 | Ανασφάλιστος | Μ71Χ | 
| 1944.00 | 0.00 | 2249.00 | Ψυχιατρικό | 2025 | Ανασφάλιστος | Μ73Μ | 
| 6602.00 | 6358.00 | 244.00 | Ψυχιατρικό | 2025 | Ανασφάλιστος | Τ20Μ | 
| 2816.00 | 2304.00 | 512.00 | Ψυχιατρικό | 2025 | Ανασφάλιστος | Τ20Χ | 
| 3898.00 | 0.00 | 7359.00 | Ψυχιατρικό | 2025 | Ανασφάλιστος | Τ23Α | 
| 4079.00 | 2865.00 | 1214.00 | Ψυχιατρικό | 2025 | Ανασφάλιστος | Χ47Α | 
| 5241.00 | 0.00 | 28907.00 | Ψυχιατρικό | 2025 | ΕΦΚΑ | Ε01Α | 
| 4804.00 | 4337.00 | 467.00 | Ψυχιατρικό | 2025 | ΕΦΚΑ | Κ42Χ | 
| 5606.00 | 0.00 | 19980.00 | Ψυχιατρικό | 2025 | ΕΦΚΑ | Μ06Α | 
| 4316.00 | 2993.00 | 1323.00 | Ψυχιατρικό | 2025 | ΕΦΚΑ | Μ71Μ | 
| 2107.00 | 434.00 | 1673.00 | Ψυχιατρικό | 2025 | ΕΦΚΑ | Π40Μ | 
| 3835.00 | 0.00 | 10357.00 | Ψυχιατρικό | 2025 | ΕΦΚΑ | Τ05Α | 
| 5151.00 | 0.00 | 41579.00 | Ψυχιατρικό | 2025 | ΕΦΚΑ | Τ21Α | 
| 3595.00 | 0.00 | 7359.00 | Ψυχιατρικό | 2025 | ΕΦΚΑ | Τ23Α | 
